   1.00000000       2.00000000      0.194692180      0.909297407       2.00000000      0.909297407      0.194692180    
   1.00000000       4.00000000     -0.578774154     -0.756802499       4.00000000     -0.756802499     -0.578774154    
   1.00000000       6.00000000     -0.395693362     -0.279415488       6.00000000     -0.279415488     -0.395693362    
   1.00000000       8.00000000       1.86922085      0.989358246       8.00000000      0.989358246       1.86922085    
   1.00000000       10.0000000      -1.07807255     -0.544021130       10.0000000     -0.544021130      -1.07807255    
   1.00000   3.40489   1.04048   1.57922   0.41227   0.74555   1.45731
   1.00000   7.24624  -1.33620  -2.04854   1.99285  -0.76480  -2.47412
   1.00000  12.61799  -0.92894  -0.47426   7.64636  -0.95309   0.13569
   1.00000  16.27169   3.45694   2.87829   8.72432   2.58002   1.92806
   1.00000  20.45919  -1.90250  -1.60491  11.22420  -1.28926  -1.03557
