  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000053 -0.00000210 -0.00000157
  0.00000054 -0.00000210 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000211 -0.00000157
  0.00000054 -0.00000212 -0.00000157
  0.00000054 -0.00000212 -0.00000157
  0.00000054 -0.00000212 -0.00000157
  0.00000054 -0.00000212 -0.00000157
  0.00000054 -0.00000212 -0.00000157
  0.00000055 -0.00000212 -0.00000158
  0.00000055 -0.00000212 -0.00000158
  0.00000055 -0.00000212 -0.00000158
  0.00000055 -0.00000212 -0.00000158
  0.00000055 -0.00000212 -0.00000158
  0.00000055 -0.00000213 -0.00000158
  0.00000055 -0.00000213 -0.00000158
  0.00000055 -0.00000213 -0.00000158
  0.00000055 -0.00000213 -0.00000158
  0.00000055 -0.00000213 -0.00000158
  0.00000055 -0.00000213 -0.00000158
  0.00000055 -0.00000213 -0.00000158
  0.00000055 -0.00000213 -0.00000158
  0.00000056 -0.00000214 -0.00000158
  0.00000056 -0.00000214 -0.00000158
  0.00000056 -0.00000214 -0.00000158
  0.00000056 -0.00000214 -0.00000158
  0.00000056 -0.00000214 -0.00000158
  0.00000056 -0.00000214 -0.00000158
  0.00000056 -0.00000214 -0.00000158
  0.00000056 -0.00000215 -0.00000158
  0.00000056 -0.00000215 -0.00000158
  0.00000056 -0.00000215 -0.00000158
  0.00000057 -0.00000215 -0.00000159
  0.00000057 -0.00000215 -0.00000159
  0.00000057 -0.00000215 -0.00000159
  0.00000057 -0.00000216 -0.00000159
  0.00000057 -0.00000216 -0.00000159
  0.00000057 -0.00000216 -0.00000159
  0.00000057 -0.00000216 -0.00000159
  0.00000057 -0.00000216 -0.00000159
  0.00000057 -0.00000216 -0.00000159
  0.00000058 -0.00000217 -0.00000159
  0.00000058 -0.00000217 -0.00000159
  0.00000058 -0.00000217 -0.00000159
  0.00000058 -0.00000217 -0.00000159
  0.00000058 -0.00000217 -0.00000159
  0.00000058 -0.00000218 -0.00000159
  0.00000058 -0.00000218 -0.00000160
  0.00000059 -0.00000218 -0.00000160
  0.00000059 -0.00000218 -0.00000160
  0.00000059 -0.00000219 -0.00000160
  0.00000059 -0.00000219 -0.00000160
  0.00000059 -0.00000219 -0.00000160
  0.00000059 -0.00000219 -0.00000160
  0.00000059 -0.00000219 -0.00000160
  0.00000060 -0.00000220 -0.00000160
  0.00000060 -0.00000220 -0.00000160
  0.00000060 -0.00000220 -0.00000160
  0.00000060 -0.00000220 -0.00000160
  0.00000060 -0.00000221 -0.00000160
  0.00000060 -0.00000221 -0.00000161
  0.00000061 -0.00000221 -0.00000161
  0.00000061 -0.00000221 -0.00000161
  0.00000061 -0.00000222 -0.00000161
  0.00000061 -0.00000222 -0.00000161
  0.00000061 -0.00000222 -0.00000161
  0.00000061 -0.00000222 -0.00000161
  0.00000062 -0.00000223 -0.00000161
  0.00000062 -0.00000223 -0.00000161
  0.00000062 -0.00000223 -0.00000161
