        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003144       -0.0000006194       -0.0000003051
        0.0000003144       -0.0000006195       -0.0000003051
        0.0000003145       -0.0000006195       -0.0000003051
        0.0000003145       -0.0000006196       -0.0000003050
        0.0000003146       -0.0000006196       -0.0000003050
        0.0000003147       -0.0000006197       -0.0000003050
        0.0000003148       -0.0000006198       -0.0000003050
        0.0000003148       -0.0000006198       -0.0000003050
        0.0000003150       -0.0000006199       -0.0000003050
        0.0000003151       -0.0000006200       -0.0000003049
        0.0000003152       -0.0000006201       -0.0000003049
        0.0000003153       -0.0000006202       -0.0000003049
        0.0000003154       -0.0000006203       -0.0000003048
        0.0000003156       -0.0000006204       -0.0000003048
        0.0000003157       -0.0000006205       -0.0000003048
        0.0000003159       -0.0000006206       -0.0000003047
        0.0000003161       -0.0000006208       -0.0000003047
        0.0000003162       -0.0000006209       -0.0000003047
        0.0000003164       -0.0000006211       -0.0000003046
        0.0000003166       -0.0000006212       -0.0000003046
        0.0000003168       -0.0000006214       -0.0000003045
        0.0000003170       -0.0000006215       -0.0000003045
        0.0000003173       -0.0000006217       -0.0000003044
        0.0000003175       -0.0000006219       -0.0000003044
        0.0000003177       -0.0000006220       -0.0000003043
        0.0000003180       -0.0000006222       -0.0000003043
        0.0000003182       -0.0000006224       -0.0000003042
        0.0000003185       -0.0000006226       -0.0000003041
        0.0000003188       -0.0000006228       -0.0000003041
        0.0000003190       -0.0000006230       -0.0000003040
        0.0000003193       -0.0000006233       -0.0000003039
        0.0000003196       -0.0000006235       -0.0000003039
        0.0000003199       -0.0000006237       -0.0000003038
        0.0000003202       -0.0000006240       -0.0000003037
        0.0000003206       -0.0000006242       -0.0000003037
        0.0000003209       -0.0000006245       -0.0000003036
        0.0000003212       -0.0000006247       -0.0000003035
        0.0000003216       -0.0000006250       -0.0000003034
        0.0000003219       -0.0000006253       -0.0000003033
        0.0000003223       -0.0000006255       -0.0000003032
        0.0000003227       -0.0000006258       -0.0000003031
        0.0000003230       -0.0000006261       -0.0000003031
        0.0000003234       -0.0000006264       -0.0000003030
        0.0000003238       -0.0000006267       -0.0000003029
        0.0000003242       -0.0000006270       -0.0000003028
        0.0000003247       -0.0000006273       -0.0000003027
        0.0000003251       -0.0000006277       -0.0000003026
        0.0000003255       -0.0000006280       -0.0000003025
        0.0000003260       -0.0000006283       -0.0000003024
        0.0000003264       -0.0000006287       -0.0000003022
        0.0000003269       -0.0000006290       -0.0000003021
        0.0000003274       -0.0000006294       -0.0000003020
        0.0000003278       -0.0000006297       -0.0000003019
        0.0000003283       -0.0000006301       -0.0000003018
        0.0000003288       -0.0000006305       -0.0000003017
        0.0000003293       -0.0000006309       -0.0000003015
        0.0000003299       -0.0000006313       -0.0000003014
        0.0000003304       -0.0000006317       -0.0000003013
        0.0000003309       -0.0000006321       -0.0000003012
        0.0000003315       -0.0000006325       -0.0000003010
        0.0000003320       -0.0000006329       -0.0000003009
        0.0000003326       -0.0000006333       -0.0000003008
        0.0000003331       -0.0000006338       -0.0000003006
        0.0000003337       -0.0000006342       -0.0000003005
        0.0000003343       -0.0000006346       -0.0000003003
        0.0000003349       -0.0000006351       -0.0000003002
        0.0000003355       -0.0000006356       -0.0000003000
        0.0000003361       -0.0000006360       -0.0000002999
        0.0000003368       -0.0000006365       -0.0000002997
        0.0000003374       -0.0000006370       -0.0000002996
        0.0000003380       -0.0000006375       -0.0000002994
        0.0000003387       -0.0000006380       -0.0000002993
        0.0000003394       -0.0000006385       -0.0000002991
        0.0000003400       -0.0000006390       -0.0000002989
        0.0000003407       -0.0000006395       -0.0000002988
        0.0000003414       -0.0000006400       -0.0000002986
        0.0000003421       -0.0000006406       -0.0000002984
        0.0000003428       -0.0000006411       -0.0000002983
        0.0000003436       -0.0000006416       -0.0000002981
        0.0000003443       -0.0000006422       -0.0000002979
        0.0000003450       -0.0000006428       -0.0000002977
        0.0000003458       -0.0000006433       -0.0000002975
        0.0000003465       -0.0000006439       -0.0000002974
        0.0000003473       -0.0000006445       -0.0000002972
        0.0000003481       -0.0000006451       -0.0000002970
        0.0000003489       -0.0000006457       -0.0000002968
