        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003143       -0.0000006194       -0.0000003051
        0.0000003144       -0.0000006194       -0.0000003051
        0.0000003144       -0.0000006194       -0.0000003051
        0.0000003144       -0.0000006194       -0.0000003051
        0.0000003144       -0.0000006195       -0.0000003050
        0.0000003144       -0.0000006195       -0.0000003050
        0.0000003145       -0.0000006195       -0.0000003050
        0.0000003145       -0.0000006195       -0.0000003050
        0.0000003145       -0.0000006196       -0.0000003050
        0.0000003146       -0.0000006196       -0.0000003050
        0.0000003146       -0.0000006196       -0.0000003050
        0.0000003146       -0.0000006196       -0.0000003050
        0.0000003147       -0.0000006197       -0.0000003050
        0.0000003147       -0.0000006197       -0.0000003050
        0.0000003148       -0.0000006197       -0.0000003050
        0.0000003148       -0.0000006198       -0.0000003050
        0.0000003149       -0.0000006198       -0.0000003049
        0.0000003149       -0.0000006198       -0.0000003049
        0.0000003150       -0.0000006199       -0.0000003049
        0.0000003150       -0.0000006199       -0.0000003049
        0.0000003151       -0.0000006200       -0.0000003049
        0.0000003151       -0.0000006200       -0.0000003049
        0.0000003152       -0.0000006201       -0.0000003049
        0.0000003153       -0.0000006201       -0.0000003049
        0.0000003153       -0.0000006202       -0.0000003048
        0.0000003154       -0.0000006202       -0.0000003048
        0.0000003155       -0.0000006203       -0.0000003048
        0.0000003155       -0.0000006203       -0.0000003048
        0.0000003156       -0.0000006204       -0.0000003048
        0.0000003157       -0.0000006204       -0.0000003048
        0.0000003158       -0.0000006205       -0.0000003047
        0.0000003158       -0.0000006206       -0.0000003047
        0.0000003159       -0.0000006206       -0.0000003047
        0.0000003160       -0.0000006207       -0.0000003047
        0.0000003161       -0.0000006207       -0.0000003047
        0.0000003162       -0.0000006208       -0.0000003046
        0.0000003163       -0.0000006209       -0.0000003046
        0.0000003164       -0.0000006210       -0.0000003046
        0.0000003165       -0.0000006210       -0.0000003046
        0.0000003166       -0.0000006211       -0.0000003045
        0.0000003166       -0.0000006212       -0.0000003045
        0.0000003168       -0.0000006213       -0.0000003045
        0.0000003169       -0.0000006213       -0.0000003045
        0.0000003170       -0.0000006214       -0.0000003045
        0.0000003171       -0.0000006215       -0.0000003044
        0.0000003172       -0.0000006216       -0.0000003044
        0.0000003173       -0.0000006217       -0.0000003044
        0.0000003174       -0.0000006217       -0.0000003043
        0.0000003175       -0.0000006218       -0.0000003043
        0.0000003176       -0.0000006219       -0.0000003043
        0.0000003178       -0.0000006220       -0.0000003043
        0.0000003179       -0.0000006221       -0.0000003042
        0.0000003180       -0.0000006222       -0.0000003042
        0.0000003181       -0.0000006223       -0.0000003042
        0.0000003183       -0.0000006224       -0.0000003041
        0.0000003184       -0.0000006225       -0.0000003041
        0.0000003185       -0.0000006226       -0.0000003041
        0.0000003186       -0.0000006227       -0.0000003040
        0.0000003188       -0.0000006228       -0.0000003040
        0.0000003189       -0.0000006229       -0.0000003040
        0.0000003191       -0.0000006230       -0.0000003039
        0.0000003192       -0.0000006231       -0.0000003039
        0.0000003194       -0.0000006232       -0.0000003039
        0.0000003195       -0.0000006233       -0.0000003038
        0.0000003197       -0.0000006234       -0.0000003038
        0.0000003198       -0.0000006236       -0.0000003038
        0.0000003200       -0.0000006237       -0.0000003037
        0.0000003201       -0.0000006238       -0.0000003037
        0.0000003203       -0.0000006239       -0.0000003036
        0.0000003204       -0.0000006240       -0.0000003036
        0.0000003206       -0.0000006242       -0.0000003036
        0.0000003208       -0.0000006243       -0.0000003035
        0.0000003209       -0.0000006244       -0.0000003035
        0.0000003211       -0.0000006245       -0.0000003034
        0.0000003213       -0.0000006247       -0.0000003034
        0.0000003214       -0.0000006248       -0.0000003034
        0.0000003216       -0.0000006249       -0.0000003033
        0.0000003218       -0.0000006251       -0.0000003033
        0.0000003220       -0.0000006252       -0.0000003032
        0.0000003222       -0.0000006253       -0.0000003032
        0.0000003223       -0.0000006255       -0.0000003031
        0.0000003225       -0.0000006256       -0.0000003031
        0.0000003227       -0.0000006258       -0.0000003031
